age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income
40,Private,Assoc,Married,Blue-Collar,White,Male,40,0
60,Private,School,Married,Blue-Collar,White,Male,40,0
42,Self-Employed,Bachelors,Married,White-Collar,White,Male,70,1
48,Private,HS-grad,Divorced,White-Collar,White,Female,40,0
50,Government,Some-college,Married,White-Collar,Other,Male,40,0
74,Other/Unknown,Bachelors,Widowed,Other/Unknown,Other,Female,35,0
73,Private,HS-grad,Widowed,Service,White,Female,37,0
49,Private,HS-grad,Separated,Sales,White,Male,50,0
40,Private,HS-grad,Widowed,Blue-Collar,White,Female,40,0
50,Private,School,Married,Blue-Collar,White,Male,60,0
35,Private,Some-college,Married,Sales,White,Male,40,1
45,Private,Some-college,Married,Blue-Collar,White,Male,40,0
59,Private,Some-college,Widowed,White-Collar,White,Female,35,0
37,Private,Some-college,Divorced,Service,Other,Female,40,0
60,Private,Some-college,Divorced,Professional,White,Male,42,0
38,Private,Assoc,Married,White-Collar,White,Female,40,1
79,Private,Some-college,Married,White-Collar,White,Male,20,0
55,Private,HS-grad,Separated,Service,White,Male,81,0
56,Private,HS-grad,Single,Blue-Collar,White,Male,32,0
39,Private,Some-college,Married,Sales,White,Male,40,1
44,Private,HS-grad,Married,Service,White,Male,45,1
40,Private,School,Married,Service,White,Male,40,0
37,Government,Bachelors,Single,Professional,White,Male,40,0
41,Private,Some-college,Separated,White-Collar,Other,Female,40,0
32,Private,Bachelors,Married,White-Collar,Other,Male,40,1
52,Private,Masters,Married,Service,White,Male,45,0
31,Private,Some-college,Married,Blue-Collar,White,Male,50,1
53,Government,Some-college,Married,Service,White,Male,35,0
62,Private,Some-college,Widowed,White-Collar,White,Female,40,0
36,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,84,0
35,Self-Employed,Prof-school,Married,Professional,White,Male,50,1
43,Government,Bachelors,Married,Professional,White,Female,45,1
43,Private,Masters,Single,White-Collar,White,Female,45,0
42,Private,Bachelors,Married,White-Collar,White,Male,40,1
36,Government,Bachelors,Married,Sales,White,Male,40,0
36,Private,Prof-school,Divorced,Professional,White,Male,45,1
77,Private,Bachelors,Single,Professional,White,Female,10,0
36,Private,HS-grad,Married,White-Collar,White,Male,40,0
42,Private,Bachelors,Separated,Service,Other,Male,50,0
39,Private,Masters,Married,White-Collar,White,Male,65,1
36,Government,Bachelors,Divorced,Professional,White,Female,40,0
38,Private,HS-grad,Married,Blue-Collar,White,Female,40,0
63,Private,Bachelors,Widowed,White-Collar,White,Female,25,0
31,Private,Bachelors,Single,Professional,Other,Female,60,1
46,Other/Unknown,School,Married,Other/Unknown,White,Male,40,0
36,Private,Masters,Single,Professional,White,Female,40,0
36,Private,HS-grad,Single,White-Collar,White,Female,40,0
38,Private,Some-college,Widowed,White-Collar,White,Female,40,1
45,Self-Employed,Some-college,Married,White-Collar,Other,Male,40,0
56,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
52,Government,Bachelors,Widowed,White-Collar,White,Female,55,0
53,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
33,Other/Unknown,Assoc,Married,Other/Unknown,White,Female,50,1
39,Private,Masters,Married,White-Collar,White,Male,55,1
25,Government,Bachelors,Married,Service,White,Male,40,1
41,Private,HS-grad,Single,Blue-Collar,Other,Male,40,0
36,Private,Bachelors,Divorced,Professional,Other,Female,40,0
39,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
42,Government,Some-college,Married,White-Collar,White,Female,40,0
68,Private,Some-college,Single,White-Collar,White,Female,40,0
30,Government,Masters,Married,Professional,White,Male,40,1
45,Private,Assoc,Single,Sales,White,Female,38,0
32,Private,Bachelors,Divorced,White-Collar,White,Female,50,1
58,Private,HS-grad,Single,Service,White,Male,40,0
36,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
54,Government,School,Single,Service,White,Male,40,0
46,Private,Assoc,Widowed,White-Collar,White,Female,40,0
58,Private,School,Single,Blue-Collar,White,Female,33,0
65,Self-Employed,HS-grad,Married,White-Collar,White,Male,24,0
43,Private,Some-college,Married,Professional,White,Male,40,0
50,Private,Masters,Divorced,White-Collar,White,Female,35,0
41,Private,HS-grad,Married,Blue-Collar,White,Male,38,1
36,Private,HS-grad,Married,Blue-Collar,White,Male,25,1
39,Private,Assoc,Single,Blue-Collar,White,Male,40,0
39,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,40,0
28,Private,Some-college,Married,White-Collar,White,Male,50,1
42,Private,Assoc,Married,White-Collar,White,Male,55,1
65,Government,Some-college,Single,Professional,Other,Female,40,0
36,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,57,0
55,Private,HS-grad,Divorced,Service,White,Male,40,0
43,Government,Bachelors,Married,Professional,White,Male,40,1
64,Government,Bachelors,Divorced,White-Collar,Other,Female,40,0
56,Private,HS-grad,Single,Blue-Collar,White,Male,28,0
47,Private,Some-college,Divorced,White-Collar,Other,Female,40,0
37,Self-Employed,Doctorate,Single,Professional,White,Male,45,1
59,Private,HS-grad,Divorced,Service,Other,Female,40,0
80,Self-Employed,School,Married,White-Collar,White,Male,25,0
42,Private,HS-grad,Married,Service,Other,Male,40,0
29,Private,HS-grad,Married,Professional,White,Male,40,1
38,Government,Bachelors,Married,Professional,White,Female,20,1
37,Government,Some-college,Single,Blue-Collar,White,Male,40,0
66,Private,HS-grad,Widowed,Sales,White,Female,35,0
60,Private,HS-grad,Married,Service,Other,Male,30,0
35,Private,Masters,Single,Professional,White,Male,45,1
42,Self-Employed,Some-college,Married,Professional,Other,Male,30,0
48,Private,HS-grad,Widowed,Blue-Collar,White,Female,48,0
46,Self-Employed,Some-college,Separated,Professional,White,Male,20,0
38,Government,HS-grad,Married,White-Collar,White,Male,40,0
63,Other/Unknown,School,Married,Other/Unknown,White,Male,40,0
46,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
43,Private,Masters,Married,Professional,White,Female,45,1
49,Private,Bachelors,Divorced,White-Collar,White,Female,40,0
36,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,50,1
53,Private,HS-grad,Divorced,Service,White,Female,40,0
38,Government,Prof-school,Single,Professional,Other,Female,57,1
66,Government,HS-grad,Widowed,Professional,Other,Female,35,0
40,Government,Masters,Married,Professional,White,Male,40,0
34,Private,Bachelors,Married,White-Collar,White,Male,40,1
41,Government,Some-college,Married,White-Collar,Other,Female,40,0
38,Private,Masters,Divorced,White-Collar,White,Male,45,1
49,Private,School,Married,Blue-Collar,White,Male,40,0
50,Private,HS-grad,Divorced,White-Collar,White,Female,40,0
49,Government,Masters,Single,Professional,White,Female,80,0
50,Private,Bachelors,Married,Sales,White,Male,35,0
54,Private,HS-grad,Married,White-Collar,White,Male,45,0
31,Private,HS-grad,Married,Sales,White,Male,50,1
63,Private,School,Married,Service,Other,Male,40,0
47,Private,HS-grad,Married,Service,Other,Female,30,0
43,Private,Bachelors,Married,White-Collar,White,Male,40,1
46,Private,HS-grad,Divorced,Blue-Collar,White,Female,40,0
36,Private,Bachelors,Married,Professional,White,Male,60,1
42,Private,Some-college,Married,Professional,White,Female,36,0
30,Private,Assoc,Married,Service,White,Female,25,1
41,Private,School,Married,Blue-Collar,White,Male,40,0
30,Private,Masters,Married,Professional,White,Male,44,1
36,Self-Employed,HS-grad,Single,Blue-Collar,White,Male,40,0
36,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,35,0
66,Other/Unknown,School,Divorced,Other/Unknown,White,Male,10,0
37,Self-Employed,Bachelors,Married,Blue-Collar,White,Male,65,1
41,Private,Masters,Widowed,Professional,White,Female,55,0
52,Self-Employed,Some-college,Married,Blue-Collar,White,Male,40,0
49,Government,Bachelors,Married,Professional,White,Female,45,0
55,Other/Unknown,Assoc,Married,Other/Unknown,White,Female,5,0
45,Government,Bachelors,Divorced,Service,White,Male,40,0
35,Private,Doctorate,Married,Professional,Other,Male,40,1
69,Government,Masters,Married,Professional,White,Male,11,0
63,Private,Some-college,Divorced,Service,White,Male,40,0
62,Private,Masters,Single,Professional,White,Male,70,0
54,Self-Employed,Some-college,Married,Blue-Collar,White,Male,30,0
38,Self-Employed,Bachelors,Married,Professional,White,Male,70,0
44,Government,Prof-school,Married,Professional,White,Male,75,1
47,Private,HS-grad,Married,Professional,White,Male,50,0
36,Private,HS-grad,Married,Blue-Collar,White,Male,41,0
46,Private,HS-grad,Single,Service,White,Female,28,0
42,Private,Some-college,Married,White-Collar,White,Male,65,0
48,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
53,Government,HS-grad,Divorced,Service,White,Male,40,0
48,Government,Some-college,Single,White-Collar,Other,Male,40,0
44,Government,HS-grad,Divorced,Blue-Collar,Other,Male,40,0
36,Private,HS-grad,Divorced,Service,White,Female,36,0
47,Private,HS-grad,Divorced,White-Collar,White,Female,35,0
40,Private,HS-grad,Married,White-Collar,White,Male,45,1
62,Private,Masters,Divorced,Professional,White,Female,45,0
49,Private,Bachelors,Married,Blue-Collar,White,Male,30,0
46,Private,Assoc,Single,Professional,White,Female,33,0
43,Self-Employed,Bachelors,Single,Professional,White,Female,50,0
55,Private,School,Married,Blue-Collar,White,Male,55,0
36,Self-Employed,HS-grad,Married,Professional,White,Female,40,0
37,Private,Some-college,Single,White-Collar,White,Male,40,0
40,Self-Employed,Bachelors,Married,Blue-Collar,White,Male,15,0
43,Self-Employed,Some-college,Married,White-Collar,White,Male,45,1
49,Private,Bachelors,Married,Blue-Collar,Other,Male,48,0
53,Private,HS-grad,Widowed,White-Collar,Other,Female,40,0
33,Private,Bachelors,Married,White-Collar,White,Male,40,1
37,Private,School,Married,Blue-Collar,White,Male,48,0
63,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,45,0
45,Private,HS-grad,Married,White-Collar,White,Female,30,0
40,Private,Some-college,Divorced,Service,White,Female,40,0
41,Government,HS-grad,Married,Blue-Collar,White,Male,40,0
35,Private,Masters,Single,White-Collar,White,Male,40,1
39,Private,HS-grad,Widowed,White-Collar,White,Female,40,0
33,Private,Some-college,Married,Blue-Collar,White,Male,50,1
59,Private,Some-college,Married,Sales,White,Male,40,0
45,Private,School,Married,Service,White,Female,36,0
37,Private,Assoc,Married,Blue-Collar,White,Male,45,1
35,Private,Some-college,Married,Blue-Collar,Other,Male,45,1
53,Private,HS-grad,Divorced,Sales,White,Female,40,0
33,Private,Some-college,Married,Blue-Collar,Other,Male,40,1
53,Private,Some-college,Married,Service,White,Male,40,0
43,Private,School,Married,Service,White,Male,25,0
51,Government,Some-college,Divorced,Professional,White,Female,40,0
33,Private,Some-college,Married,White-Collar,White,Male,40,1
37,Private,Some-college,Married,Blue-Collar,White,Male,40,0
42,Government,Bachelors,Married,Professional,White,Female,45,1
41,Private,Masters,Married,White-Collar,White,Male,70,1
27,Private,Bachelors,Married,Professional,White,Male,42,1
64,Self-Employed,Some-college,Single,Professional,White,Female,35,0
30,Private,Bachelors,Single,White-Collar,White,Male,55,1
54,Private,School,Married,Blue-Collar,Other,Male,40,0
40,Private,HS-grad,Married,Blue-Collar,White,Male,63,0
45,Private,School,Married,Service,White,Female,25,0
30,Private,Bachelors,Married,Professional,White,Male,45,1
36,Self-Employed,Bachelors,Divorced,Professional,Other,Female,40,1
49,Private,School,Divorced,Blue-Collar,White,Male,70,0
47,Private,Some-college,Divorced,Service,White,Female,40,0
28,Private,HS-grad,Married,White-Collar,Other,Male,40,1
40,Private,HS-grad,Separated,Blue-Collar,White,Female,40,0
50,Private,Assoc,Divorced,White-Collar,Other,Male,40,0
40,Private,Prof-school,Married,Professional,White,Male,55,1
54,Private,HS-grad,Married,White-Collar,White,Male,45,0
44,Private,Bachelors,Married,Sales,White,Male,60,0
39,Self-Employed,HS-grad,Married,Sales,White,Male,50,1
72,Other/Unknown,HS-grad,Married,Service,White,Male,55,0
37,Self-Employed,HS-grad,Married,White-Collar,White,Male,60,0
30,Private,Bachelors,Married,White-Collar,White,Male,50,1
56,Private,Some-college,Married,Sales,White,Male,40,0
51,Private,Bachelors,Single,Professional,Other,Male,35,0
41,Government,Bachelors,Married,Professional,Other,Female,40,1
44,Private,HS-grad,Widowed,Service,Other,Female,30,0
39,Private,Masters,Single,White-Collar,Other,Male,52,1
44,Government,Some-college,Single,White-Collar,White,Male,50,1
42,Private,Some-college,Married,Professional,White,Male,40,1
42,Private,Bachelors,Single,Sales,White,Male,60,0
45,Private,School,Widowed,Service,Other,Female,20,0
36,Private,Some-college,Divorced,White-Collar,White,Female,40,0
34,Government,HS-grad,Married,Service,White,Male,57,1
44,Government,Some-college,Divorced,White-Collar,White,Male,50,0
36,Government,Bachelors,Married,Professional,White,Male,40,0
75,Private,Some-college,Married,Blue-Collar,White,Male,16,0
43,Private,HS-grad,Single,Sales,Other,Female,44,0
39,Private,Bachelors,Married,Blue-Collar,White,Male,40,0
56,Private,Masters,Married,White-Collar,White,Female,50,0
42,Self-Employed,School,Married,Service,Other,Female,50,0
42,Private,HS-grad,Married,Blue-Collar,White,Male,55,0
58,Private,HS-grad,Divorced,Blue-Collar,White,Male,30,0
29,Government,Bachelors,Married,White-Collar,White,Male,40,1
38,Private,Bachelors,Married,White-Collar,White,Male,40,0
44,Government,HS-grad,Married,White-Collar,White,Female,40,0
41,Private,Assoc,Divorced,Sales,White,Male,40,0
46,Private,Some-college,Married,Sales,White,Male,50,0
43,Private,HS-grad,Divorced,White-Collar,White,Female,40,0
36,Private,HS-grad,Married,Service,White,Male,50,0
44,Government,Assoc,Married,Professional,White,Male,48,0
38,Private,HS-grad,Separated,Sales,White,Female,10,0
39,Private,Some-college,Married,Professional,White,Male,50,0
37,Government,Bachelors,Divorced,Professional,White,Female,35,0
54,Self-Employed,HS-grad,Married,Service,Other,Male,45,0
31,Government,Masters,Married,White-Collar,White,Male,60,1
59,Government,Masters,Single,White-Collar,White,Male,40,0
37,Private,Bachelors,Married,Professional,White,Male,99,1
39,Government,HS-grad,Married,Blue-Collar,White,Male,40,1
40,Private,School,Married,Blue-Collar,White,Male,40,0
49,Private,HS-grad,Married,White-Collar,White,Female,43,0
54,Government,Bachelors,Divorced,White-Collar,White,Female,40,0
36,Private,HS-grad,Married,White-Collar,White,Male,50,1
66,Private,Bachelors,Widowed,Service,White,Male,12,0
50,Self-Employed,Some-college,Married,Blue-Collar,White,Male,55,0
38,Private,Bachelors,Married,Sales,White,Male,50,1
42,Private,HS-grad,Separated,Sales,White,Female,40,0
67,Government,School,Married,Blue-Collar,White,Male,35,0
61,Government,Bachelors,Married,White-Collar,White,Female,40,0
70,Private,HS-grad,Divorced,Service,White,Female,28,0
32,Private,Bachelors,Married,Professional,White,Male,50,1
34,Private,Bachelors,Married,Sales,White,Male,40,1
44,Private,Some-college,Married,Sales,White,Male,60,1
41,Other/Unknown,School,Married,Other/Unknown,White,Male,32,0
48,Private,Some-college,Divorced,White-Collar,White,Female,48,0
36,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
36,Private,School,Widowed,Service,White,Female,20,0
44,Government,Assoc,Married,Blue-Collar,White,Male,40,1
38,Private,HS-grad,Separated,Service,Other,Male,40,0
29,Private,HS-grad,Married,Blue-Collar,White,Male,30,1
60,Private,HS-grad,Married,Professional,White,Male,30,0
51,Self-Employed,Bachelors,Married,White-Collar,White,Male,40,0
60,Private,School,Married,Blue-Collar,White,Male,40,0
66,Private,Some-college,Married,White-Collar,White,Male,45,0
37,Private,HS-grad,Married,White-Collar,White,Male,40,1
54,Private,Some-college,Divorced,White-Collar,White,Female,40,0
39,Private,Assoc,Divorced,Service,Other,Female,40,0
34,Private,Bachelors,Married,Sales,White,Male,45,1
37,Private,Some-college,Divorced,Blue-Collar,White,Male,52,0
37,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
39,Government,HS-grad,Married,Blue-Collar,White,Male,38,1
37,Private,Some-college,Married,Service,White,Male,40,1
47,Private,HS-grad,Married,Service,White,Male,34,0
84,Private,HS-grad,Widowed,Service,White,Female,13,0
36,Private,Some-college,Married,Professional,White,Male,20,1
41,Private,Some-college,Married,Blue-Collar,Other,Male,40,1
46,Private,Bachelors,Widowed,White-Collar,White,Female,25,0
42,Private,HS-grad,Divorced,Service,White,Female,40,0
31,Private,Bachelors,Married,White-Collar,Other,Male,40,1
43,Private,School,Single,Blue-Collar,White,Female,40,0
41,Private,HS-grad,Divorced,Blue-Collar,White,Female,50,0
37,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,47,0
33,Self-Employed,Prof-school,Married,Professional,White,Male,40,1
38,Private,Bachelors,Married,Professional,Other,Male,70,1
43,Government,Some-college,Divorced,White-Collar,White,Female,40,0
24,Private,Bachelors,Married,White-Collar,White,Male,55,1
62,Government,Bachelors,Divorced,Professional,White,Male,40,0
37,Private,Bachelors,Divorced,Service,White,Male,40,0
45,Self-Employed,School,Married,Blue-Collar,White,Male,40,0
41,Private,HS-grad,Married,Blue-Collar,White,Male,50,1
59,Private,Bachelors,Married,Sales,White,Male,72,0
42,Private,Masters,Married,Professional,Other,Male,55,1
34,Private,Bachelors,Married,Professional,White,Male,40,1
44,Government,Bachelors,Married,Professional,White,Male,40,1
44,Self-Employed,Masters,Married,Professional,White,Male,40,0
25,Private,Bachelors,Married,Sales,White,Male,40,1
47,Government,Bachelors,Married,Service,White,Male,40,0
61,Self-Employed,Masters,Married,Blue-Collar,White,Male,4,0
41,Private,Some-college,Single,Blue-Collar,White,Male,60,1
63,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,98,0
44,Self-Employed,Masters,Married,White-Collar,White,Female,60,1
37,Government,Assoc,Divorced,Service,Other,Male,38,0
38,Private,HS-grad,Married,Blue-Collar,White,Male,41,0
32,Private,Prof-school,Married,Professional,White,Male,40,1
26,Private,Some-college,Married,Blue-Collar,White,Male,55,1
37,Self-Employed,Some-college,Married,Sales,White,Male,60,1
47,Private,HS-grad,Married,White-Collar,White,Male,38,0
31,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
42,Private,Assoc,Divorced,White-Collar,White,Female,40,0
52,Private,HS-grad,Widowed,Blue-Collar,White,Female,40,0
67,Government,Masters,Divorced,White-Collar,White,Female,40,0
38,Private,HS-grad,Single,Blue-Collar,White,Male,36,0
48,Private,Bachelors,Married,Sales,White,Male,40,0
42,Self-Employed,Some-college,Married,Blue-Collar,White,Male,40,0
38,Private,Some-college,Married,Sales,White,Male,60,1
40,Private,HS-grad,Widowed,Sales,White,Female,40,0
50,Self-Employed,Assoc,Single,Sales,White,Female,5,0
25,Self-Employed,Some-college,Married,Blue-Collar,White,Male,50,1
56,Private,HS-grad,Widowed,Sales,White,Female,25,0
46,Private,School,Divorced,Blue-Collar,Other,Female,40,0
36,Private,Bachelors,Married,White-Collar,White,Male,40,1
39,Private,School,Single,Service,White,Male,40,0
40,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,40,0
38,Private,Some-college,Married,Sales,White,Male,60,0
31,Self-Employed,Prof-school,Married,Professional,White,Male,60,1
62,Private,School,Married,White-Collar,White,Male,40,0
44,Government,Bachelors,Single,White-Collar,White,Male,40,0
54,Private,Some-college,Married,Sales,White,Male,50,0
36,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
40,Private,School,Single,Blue-Collar,White,Female,37,0
48,Private,Some-college,Divorced,Professional,White,Female,20,0
42,Government,Masters,Divorced,Professional,White,Female,38,0
31,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
58,Other/Unknown,School,Married,Other/Unknown,White,Male,16,0
47,Private,Masters,Divorced,White-Collar,White,Male,42,0
41,Private,Bachelors,Married,Professional,White,Female,15,1
37,Self-Employed,Some-college,Single,Professional,Other,Male,40,0
40,Other/Unknown,Assoc,Divorced,Other/Unknown,White,Male,40,0
49,Government,Some-college,Single,Service,White,Female,30,0
38,Self-Employed,Some-college,Married,Blue-Collar,White,Male,35,0
39,Self-Employed,Masters,Married,White-Collar,White,Male,50,0
52,Private,Assoc,Married,White-Collar,White,Male,40,0
55,Government,HS-grad,Married,Service,White,Male,40,0
41,Private,Some-college,Married,Sales,White,Male,50,1
61,Private,HS-grad,Married,Sales,Other,Male,40,0
38,Private,HS-grad,Married,Blue-Collar,White,Male,48,0
30,Private,HS-grad,Married,White-Collar,White,Female,40,1
26,Government,Assoc,Married,Service,White,Male,45,1
26,Private,Assoc,Married,Blue-Collar,White,Male,40,1
41,Private,Some-college,Married,White-Collar,White,Female,40,1
37,Self-Employed,Some-college,Married,White-Collar,Other,Male,75,1
31,Private,Bachelors,Married,White-Collar,White,Male,40,1
42,Private,HS-grad,Divorced,Blue-Collar,White,Male,50,0
38,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,60,0
42,Government,Doctorate,Married,White-Collar,White,Male,43,1
34,Private,Assoc,Single,White-Collar,Other,Female,60,1
47,Private,HS-grad,Single,Blue-Collar,Other,Male,56,0
44,Private,School,Married,Blue-Collar,White,Female,40,0
38,Private,Some-college,Divorced,Blue-Collar,Other,Male,55,0
69,Private,School,Single,Blue-Collar,White,Male,40,0
36,Private,Masters,Married,Professional,White,Male,60,1
44,Private,Bachelors,Married,Blue-Collar,White,Male,40,1
50,Private,HS-grad,Divorced,Sales,White,Female,33,0
53,Private,Some-college,Single,White-Collar,Other,Female,40,0
40,Government,Bachelors,Married,Professional,White,Male,66,1
47,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,90,0
37,Private,Some-college,Married,White-Collar,White,Male,57,0
40,Private,HS-grad,Divorced,Blue-Collar,Other,Female,40,0
43,Government,HS-grad,Separated,Service,White,Male,40,0
47,Private,Assoc,Single,Service,White,Female,55,0
58,Private,Bachelors,Widowed,White-Collar,White,Female,40,0
55,Private,HS-grad,Divorced,White-Collar,White,Female,40,0
53,Government,HS-grad,Married,White-Collar,Other,Male,48,0
43,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
36,Private,Some-college,Divorced,White-Collar,White,Female,40,0
43,Private,Bachelors,Married,Blue-Collar,White,Male,40,1
64,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,50,0
58,Government,School,Married,Blue-Collar,White,Male,40,0
45,Private,Some-college,Divorced,White-Collar,White,Female,40,0
46,Government,HS-grad,Married,Blue-Collar,White,Male,40,0
43,Self-Employed,Prof-school,Married,Professional,White,Male,30,1
44,Private,Assoc,Divorced,Sales,White,Male,45,0
49,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
52,Private,School,Married,Service,White,Male,40,0
42,Private,Some-college,Single,Blue-Collar,White,Male,28,0
45,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
56,Private,HS-grad,Married,Service,White,Female,10,0
57,Private,HS-grad,Separated,Sales,Other,Female,35,0
41,Self-Employed,HS-grad,Married,Sales,White,Male,55,1
57,Private,HS-grad,Married,Sales,White,Male,50,0
42,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
