age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income
51,Private,HS-grad,Married,Blue-Collar,White,Male,48,0
36,Self-Employed,Bachelors,Divorced,Sales,White,Male,60,0
47,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
59,Private,HS-grad,Widowed,White-Collar,White,Female,40,0
40,Government,Assoc,Married,Service,White,Male,40,1
28,Private,Some-college,Married,White-Collar,White,Female,32,1
38,Government,Bachelors,Married,Professional,White,Female,40,1
42,Government,Bachelors,Married,White-Collar,White,Male,50,1
42,Private,Some-college,Divorced,Blue-Collar,White,Female,40,0
36,Private,Bachelors,Married,White-Collar,White,Female,40,1
36,Private,Bachelors,Married,Professional,White,Female,4,1
36,Government,HS-grad,Single,Blue-Collar,Other,Male,40,0
38,Private,HS-grad,Married,Blue-Collar,Other,Male,40,0
42,Government,School,Married,Blue-Collar,White,Male,40,1
35,Private,Masters,Single,Professional,Other,Female,40,1
39,Government,HS-grad,Separated,White-Collar,White,Male,40,0
45,Private,Some-college,Married,White-Collar,White,Male,40,0
51,Government,HS-grad,Married,White-Collar,White,Female,40,0
52,Private,School,Divorced,Blue-Collar,White,Female,64,0
54,Government,Bachelors,Single,Professional,White,Male,50,0
61,Private,HS-grad,Divorced,White-Collar,Other,Female,35,0
41,Self-Employed,Assoc,Married,Blue-Collar,White,Male,60,0
74,Private,Masters,Divorced,Sales,White,Female,10,0
40,Government,Masters,Divorced,Professional,White,Female,45,0
36,Private,Assoc,Divorced,White-Collar,Other,Female,54,0
36,Private,Some-college,Separated,Service,Other,Female,40,0
43,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
47,Self-Employed,Bachelors,Divorced,White-Collar,Other,Male,60,0
71,Other/Unknown,HS-grad,Widowed,Other/Unknown,White,Female,40,0
90,Private,Bachelors,Single,Professional,Other,Male,40,0
45,Private,Masters,Married,Professional,White,Male,50,0
41,Private,Bachelors,Married,Service,White,Female,25,1
37,Private,HS-grad,Single,Blue-Collar,Other,Male,40,0
38,Self-Employed,Bachelors,Single,Blue-Collar,Other,Male,30,0
43,Private,Some-college,Married,White-Collar,White,Male,50,0
41,Private,Some-college,Divorced,Blue-Collar,White,Male,40,0
41,Self-Employed,Masters,Married,White-Collar,White,Male,50,1
45,Private,Bachelors,Married,White-Collar,White,Male,40,0
40,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,60,0
68,Private,School,Separated,Service,White,Male,12,0
47,Self-Employed,Bachelors,Divorced,Sales,White,Female,50,0
32,Private,Bachelors,Married,White-Collar,White,Male,40,1
61,Private,School,Married,Sales,White,Male,40,0
39,Self-Employed,Some-college,Married,Blue-Collar,White,Male,60,0
37,Self-Employed,Assoc,Married,Sales,White,Male,50,1
48,Private,HS-grad,Divorced,Blue-Collar,White,Female,40,0
37,Private,HS-grad,Single,Blue-Collar,White,Female,40,0
49,Private,Assoc,Married,Sales,White,Male,45,0
46,Private,Bachelors,Divorced,Sales,White,Female,40,0
36,Government,Assoc,Married,Service,White,Male,40,0
74,Self-Employed,Some-college,Married,Professional,White,Male,35,0
29,Private,Bachelors,Married,Professional,White,Male,40,1
51,Government,HS-grad,Divorced,Blue-Collar,White,Male,38,0
47,Private,Some-college,Married,Service,White,Male,45,0
32,Private,Masters,Married,Professional,White,Male,40,1
43,Government,HS-grad,Single,White-Collar,White,Female,40,0
53,Other/Unknown,HS-grad,Divorced,Other/Unknown,White,Female,40,0
38,Self-Employed,Bachelors,Married,Sales,White,Male,55,1
50,Private,Assoc,Divorced,Blue-Collar,White,Male,40,0
43,Private,School,Single,Blue-Collar,Other,Male,40,0
75,Other/Unknown,HS-grad,Married,Other/Unknown,White,Female,14,0
54,Self-Employed,Some-college,Married,Sales,White,Male,40,0
50,Private,Assoc,Married,Blue-Collar,White,Male,45,0
39,Government,HS-grad,Divorced,White-Collar,White,Male,42,0
46,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,40,0
53,Self-Employed,Some-college,Divorced,White-Collar,White,Male,60,0
43,Self-Employed,Bachelors,Married,Sales,White,Male,60,1
78,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,32,0
51,Government,Prof-school,Widowed,Professional,White,Female,40,0
46,Private,Some-college,Married,Sales,White,Female,40,0
29,Private,Assoc,Married,Blue-Collar,White,Male,40,1
36,Private,Some-college,Married,White-Collar,White,Male,40,0
36,Private,Bachelors,Married,White-Collar,White,Male,55,1
82,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,20,0
54,Private,HS-grad,Married,Blue-Collar,White,Male,50,0
26,Private,Masters,Married,Professional,White,Male,40,1
62,Private,HS-grad,Widowed,White-Collar,White,Female,38,0
42,Private,School,Divorced,Blue-Collar,White,Male,40,0
64,Private,School,Divorced,Service,White,Female,12,0
41,Government,Assoc,Divorced,Blue-Collar,White,Female,45,0
40,Private,School,Married,Sales,White,Male,40,0
36,Private,HS-grad,Married,Blue-Collar,White,Male,55,0
45,Private,Assoc,Divorced,Blue-Collar,White,Male,40,0
37,Private,Some-college,Married,Sales,White,Male,48,1
58,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
41,Private,HS-grad,Single,White-Collar,White,Female,40,0
56,Self-Employed,Some-college,Divorced,Service,White,Female,40,0
41,Private,HS-grad,Single,Sales,Other,Female,40,0
39,Self-Employed,School,Married,Blue-Collar,White,Male,40,0
46,Government,Some-college,Divorced,Blue-Collar,White,Female,40,0
42,Government,Bachelors,Divorced,Professional,Other,Male,40,0
43,Private,HS-grad,Divorced,Blue-Collar,White,Male,45,0
51,Self-Employed,HS-grad,Divorced,Service,White,Male,81,0
39,Private,Masters,Single,White-Collar,White,Male,40,0
38,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
37,Self-Employed,Bachelors,Married,Service,White,Male,40,1
41,Private,HS-grad,Divorced,Sales,White,Male,30,0
46,Self-Employed,Assoc,Married,White-Collar,White,Male,60,0
54,Other/Unknown,HS-grad,Divorced,Other/Unknown,White,Female,30,0
41,Government,HS-grad,Divorced,White-Collar,White,Male,45,0
42,Private,Some-college,Divorced,White-Collar,White,Female,38,0
40,Private,School,Married,Blue-Collar,White,Male,40,0
46,Private,HS-grad,Married,Service,White,Female,40,0
28,Private,Some-college,Single,White-Collar,White,Female,40,1
28,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
41,Private,Bachelors,Married,Service,White,Male,42,1
45,Self-Employed,Assoc,Married,Service,White,Male,3,0
38,Private,HS-grad,Married,White-Collar,White,Male,40,1
51,Private,HS-grad,Divorced,Professional,White,Male,40,0
43,Private,Some-college,Single,White-Collar,Other,Female,40,0
45,Private,Assoc,Married,Blue-Collar,White,Male,66,0
36,Private,Some-college,Married,White-Collar,White,Male,60,1
43,Private,Assoc,Married,Blue-Collar,White,Male,40,0
51,Other/Unknown,Masters,Married,Other/Unknown,White,Male,40,0
45,Private,HS-grad,Married,Blue-Collar,Other,Male,40,0
44,Government,HS-grad,Divorced,Blue-Collar,White,Male,40,0
50,Private,Some-college,Divorced,Blue-Collar,White,Male,22,0
31,Self-Employed,Bachelors,Married,White-Collar,White,Female,40,1
52,Private,Assoc,Separated,Service,White,Female,35,0
36,Private,School,Divorced,Blue-Collar,White,Male,40,0
30,Government,Some-college,Married,White-Collar,White,Male,48,1
65,Private,HS-grad,Separated,Service,White,Male,20,0
36,Private,Assoc,Single,Service,White,Male,45,0
40,Private,HS-grad,Divorced,Service,White,Female,40,0
50,Private,HS-grad,Married,White-Collar,White,Male,40,0
47,Government,Bachelors,Married,Professional,White,Male,40,0
34,Private,Bachelors,Married,Service,White,Male,40,1
68,Self-Employed,Doctorate,Married,Professional,White,Male,50,0
81,Government,School,Widowed,Service,White,Female,20,0
41,Private,School,Married,Blue-Collar,White,Male,60,0
41,Private,Some-college,Single,Blue-Collar,White,Male,40,0
54,Government,HS-grad,Single,White-Collar,White,Female,20,0
37,Private,HS-grad,Married,Blue-Collar,White,Male,50,0
50,Government,Bachelors,Divorced,Professional,White,Female,50,0
41,Self-Employed,Bachelors,Married,White-Collar,White,Male,40,1
51,Private,Bachelors,Divorced,Service,White,Female,40,0
33,Private,Bachelors,Married,White-Collar,White,Male,50,1
38,Private,Assoc,Separated,Service,White,Female,20,0
40,Government,Bachelors,Married,Service,Other,Male,40,1
46,Government,Some-college,Divorced,Service,Other,Female,40,0
58,Government,Bachelors,Married,Professional,Other,Male,40,0
40,Private,Assoc,Separated,Sales,Other,Male,44,0
34,Private,Some-college,Married,White-Collar,White,Male,40,1
38,Private,Some-college,Married,Sales,Other,Male,40,0
52,Private,School,Widowed,Service,White,Female,25,0
63,Government,Some-college,Married,White-Collar,White,Male,40,0
69,Other/Unknown,Some-college,Married,Other/Unknown,White,Male,32,0
41,Self-Employed,Some-college,Married,Blue-Collar,White,Male,65,0
34,Government,Some-college,Married,White-Collar,White,Female,40,1
59,Private,HS-grad,Divorced,Blue-Collar,Other,Male,40,0
30,Government,Bachelors,Married,Service,White,Male,40,1
40,Other/Unknown,School,Divorced,Other/Unknown,White,Female,5,0
55,Private,HS-grad,Separated,Blue-Collar,White,Male,45,0
39,Self-Employed,Some-college,Married,Service,Other,Male,40,0
55,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
44,Private,HS-grad,Divorced,White-Collar,Other,Female,40,0
47,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
26,Private,Bachelors,Single,White-Collar,White,Female,40,1
43,Private,HS-grad,Single,Service,Other,Female,40,0
63,Private,HS-grad,Single,White-Collar,White,Female,40,0
31,Private,Bachelors,Married,Professional,White,Male,40,1
53,Other/Unknown,School,Widowed,Other/Unknown,Other,Female,30,0
36,Private,HS-grad,Married,Sales,White,Male,40,0
71,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,40,0
33,Private,Some-college,Single,Blue-Collar,Other,Male,40,1
40,Government,Some-college,Single,White-Collar,White,Female,40,0
39,Private,School,Married,Blue-Collar,White,Male,25,0
48,Self-Employed,Assoc,Married,Blue-Collar,White,Male,60,0
38,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
47,Government,School,Married,Blue-Collar,White,Male,40,0
49,Self-Employed,School,Married,Blue-Collar,White,Male,40,0
54,Private,HS-grad,Married,Sales,White,Male,40,0
57,Private,Masters,Married,White-Collar,White,Male,40,0
39,Private,Prof-school,Married,Sales,White,Male,99,1
40,Private,School,Single,Blue-Collar,White,Male,35,0
52,Private,HS-grad,Separated,White-Collar,White,Female,40,0
46,Private,Some-college,Married,Sales,White,Male,50,0
45,Government,Assoc,Married,Blue-Collar,White,Male,40,0
39,Government,Masters,Single,Professional,White,Female,43,0
59,Private,HS-grad,Married,White-Collar,White,Female,20,0
68,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,45,0
73,Private,HS-grad,Widowed,Service,White,Female,32,0
39,Private,HS-grad,Divorced,White-Collar,White,Female,45,0
48,Self-Employed,HS-grad,Separated,Service,White,Female,25,0
44,Self-Employed,Some-college,Married,White-Collar,White,Male,45,1
37,Government,Some-college,Married,Blue-Collar,White,Male,40,0
43,Government,Some-college,Married,Service,White,Male,99,1
41,Private,HS-grad,Married,White-Collar,White,Male,40,1
36,Private,HS-grad,Married,Blue-Collar,White,Female,40,0
48,Private,School,Married,Blue-Collar,White,Male,40,0
47,Government,Some-college,Married,Service,White,Male,50,0
46,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
45,Private,School,Married,Blue-Collar,Other,Male,40,0
38,Other/Unknown,Assoc,Single,Other/Unknown,White,Male,15,0
45,Private,Bachelors,Married,White-Collar,Other,Male,40,0
26,Government,Some-college,Married,Service,White,Male,55,1
81,Private,Some-college,Married,Sales,White,Male,15,0
60,Private,Masters,Single,Professional,White,Male,50,0
46,Government,Assoc,Separated,Service,Other,Female,30,0
42,Private,Assoc,Married,Blue-Collar,White,Male,40,0
47,Private,School,Single,Blue-Collar,Other,Female,40,0
46,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,45,0
57,Private,HS-grad,Married,White-Collar,White,Female,38,0
32,Self-Employed,Bachelors,Married,Blue-Collar,White,Male,50,1
41,Government,Masters,Divorced,Professional,White,Female,60,0
40,Private,HS-grad,Divorced,White-Collar,White,Male,40,0
41,Government,Masters,Divorced,Professional,White,Female,55,0
43,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
39,Private,Some-college,Married,Sales,White,Male,26,0
61,Private,HS-grad,Married,Service,White,Male,40,0
36,Private,HS-grad,Single,Service,White,Female,18,0
47,Self-Employed,Some-college,Married,Blue-Collar,White,Male,86,0
46,Private,Some-college,Single,White-Collar,Other,Male,40,0
56,Government,Some-college,Divorced,Service,Other,Male,48,0
70,Private,HS-grad,Married,Sales,White,Male,40,0
37,Private,Bachelors,Married,White-Collar,White,Male,47,0
50,Private,School,Divorced,Blue-Collar,White,Male,40,0
44,Self-Employed,Masters,Married,Blue-Collar,White,Male,40,1
33,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
61,Private,HS-grad,Married,White-Collar,White,Male,50,0
30,Private,Prof-school,Married,Professional,White,Male,60,1
60,Government,Some-college,Married,Service,Other,Male,60,0
60,Private,School,Divorced,Service,White,Male,40,0
49,Private,Bachelors,Married,Service,White,Male,40,0
40,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
26,Private,Bachelors,Married,Blue-Collar,White,Male,40,1
51,Private,School,Married,Blue-Collar,Other,Male,40,0
43,Government,HS-grad,Married,Blue-Collar,White,Male,40,1
49,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
41,Self-Employed,Some-college,Married,White-Collar,White,Male,55,1
61,Private,HS-grad,Married,Service,White,Male,40,0
57,Other/Unknown,Some-college,Divorced,Other/Unknown,White,Female,40,0
65,Private,HS-grad,Married,Sales,White,Male,18,0
49,Private,HS-grad,Married,Sales,White,Male,40,0
39,Self-Employed,Bachelors,Married,Sales,White,Male,40,0
45,Private,HS-grad,Widowed,White-Collar,White,Female,35,0
45,Private,HS-grad,Married,Sales,White,Male,40,0
56,Private,Some-college,Widowed,White-Collar,Other,Female,32,0
43,Government,Bachelors,Married,White-Collar,White,Male,50,1
43,Private,School,Married,Blue-Collar,White,Male,40,0
45,Government,Prof-school,Divorced,Professional,White,Female,43,0
33,Private,Some-college,Married,Blue-Collar,Other,Male,50,1
41,Private,HS-grad,Married,Blue-Collar,Other,Male,40,0
33,Self-Employed,Bachelors,Married,Sales,White,Male,80,1
38,Private,School,Married,Blue-Collar,White,Male,48,1
56,Government,HS-grad,Married,White-Collar,White,Male,40,0
41,Government,Masters,Divorced,Professional,White,Male,40,0
50,Government,Bachelors,Married,Professional,White,Female,24,0
26,Private,Bachelors,Married,White-Collar,White,Female,55,1
51,Private,School,Widowed,Blue-Collar,Other,Female,40,0
40,Government,HS-grad,Single,Service,White,Male,42,0
36,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,60,1
36,Government,Masters,Single,Professional,White,Female,30,0
51,Private,HS-grad,Single,Blue-Collar,Other,Male,40,0
39,Government,HS-grad,Married,Service,White,Male,56,0
53,Private,HS-grad,Divorced,Service,Other,Male,40,0
42,Private,Some-college,Single,White-Collar,White,Female,40,0
50,Private,Bachelors,Divorced,Service,White,Male,40,0
47,Private,Assoc,Single,Professional,White,Female,40,0
43,Government,Bachelors,Married,Professional,Other,Male,40,1
42,Government,Masters,Married,Professional,White,Male,50,1
41,Government,Assoc,Married,Professional,White,Male,35,1
58,Private,HS-grad,Divorced,Service,White,Female,25,0
31,Private,Some-college,Married,Blue-Collar,White,Male,40,1
43,Government,Some-college,Married,Service,White,Male,40,0
43,Private,HS-grad,Separated,Blue-Collar,White,Male,40,0
58,Private,HS-grad,Married,Service,Other,Female,60,0
60,Private,HS-grad,Married,White-Collar,White,Female,40,0
39,Private,Prof-school,Married,White-Collar,White,Male,55,1
37,Private,HS-grad,Single,Service,White,Female,35,0
37,Private,Bachelors,Separated,Service,Other,Male,40,0
35,Private,Masters,Single,Professional,White,Male,45,1
42,Private,HS-grad,Married,Blue-Collar,White,Male,50,0
37,Private,Some-college,Married,Blue-Collar,White,Male,45,0
45,Private,HS-grad,Married,Blue-Collar,Other,Male,40,0
51,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
43,Private,Bachelors,Married,White-Collar,White,Male,40,1
65,Other/Unknown,HS-grad,Widowed,Other/Unknown,White,Female,35,0
55,Self-Employed,HS-grad,Married,Sales,White,Male,40,0
31,Private,HS-grad,Married,Blue-Collar,White,Male,50,1
43,Government,Masters,Divorced,Professional,White,Female,40,0
47,Private,Bachelors,Married,Sales,White,Male,70,0
65,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,45,0
52,Private,Some-college,Divorced,Sales,White,Female,50,0
57,Self-Employed,Bachelors,Divorced,Professional,White,Male,80,0
32,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
52,Private,Assoc,Married,Blue-Collar,White,Male,40,0
41,Private,Bachelors,Divorced,Professional,Other,Male,40,0
41,Private,HS-grad,Married,Blue-Collar,White,Male,4,0
24,Private,Some-college,Married,Blue-Collar,White,Male,40,1
36,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
38,Government,Assoc,Married,Blue-Collar,White,Male,40,0
66,Government,School,Widowed,Service,White,Female,20,0
36,Self-Employed,HS-grad,Single,Service,White,Female,70,0
43,Private,HS-grad,Married,Blue-Collar,White,Male,48,1
72,Other/Unknown,School,Widowed,Other/Unknown,White,Female,24,0
29,Self-Employed,HS-grad,Married,Blue-Collar,Other,Male,50,1
68,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,40,0
59,Private,Bachelors,Married,Blue-Collar,White,Male,4,0
47,Private,HS-grad,Divorced,Service,Other,Female,40,0
41,Private,Assoc,Separated,Service,White,Male,40,0
37,Private,Bachelors,Single,White-Collar,Other,Female,40,0
37,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
51,Self-Employed,Some-college,Married,Blue-Collar,White,Male,20,0
36,Private,School,Single,Service,White,Male,35,0
39,Private,Bachelors,Married,Blue-Collar,White,Male,99,1
72,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,8,0
47,Private,HS-grad,Separated,Blue-Collar,Other,Male,40,0
39,Private,Some-college,Divorced,Sales,White,Male,45,0
61,Private,HS-grad,Married,Service,White,Female,4,0
48,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
40,Self-Employed,HS-grad,Married,White-Collar,White,Male,50,0
37,Private,Some-college,Married,Blue-Collar,White,Male,40,1
34,Private,Some-college,Married,Service,White,Male,40,1
44,Self-Employed,Bachelors,Married,White-Collar,White,Male,70,1
40,Private,Assoc,Married,Sales,White,Male,50,1
67,Other/Unknown,School,Single,Other/Unknown,Other,Female,35,0
40,Private,Some-college,Married,Blue-Collar,White,Male,50,0
36,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
51,Self-Employed,HS-grad,Single,Sales,White,Male,40,0
45,Self-Employed,HS-grad,Married,Sales,White,Male,40,0
37,Private,Assoc,Married,Sales,White,Male,40,0
36,Self-Employed,Bachelors,Single,Service,White,Male,55,1
52,Private,School,Single,Service,White,Female,7,0
64,Other/Unknown,School,Divorced,Other/Unknown,White,Male,40,0
41,Private,HS-grad,Separated,Blue-Collar,White,Female,44,0
67,Government,HS-grad,Divorced,Service,Other,Male,20,0
40,Private,Bachelors,Married,White-Collar,White,Male,50,1
40,Government,Prof-school,Married,Professional,White,Male,40,1
50,Private,Bachelors,Single,Sales,White,Female,32,0
41,Government,Masters,Married,White-Collar,White,Male,40,1
52,Private,Assoc,Married,Service,White,Male,40,0
51,Private,School,Married,Blue-Collar,White,Male,40,0
36,Self-Employed,Assoc,Married,Service,White,Male,60,0
60,Private,HS-grad,Divorced,Service,White,Female,40,0
44,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
46,Private,Some-college,Divorced,Service,White,Female,10,0
29,Government,Bachelors,Married,Professional,White,Female,25,1
42,Private,Some-college,Single,Blue-Collar,Other,Female,40,0
38,Government,Masters,Married,Professional,White,Male,40,1
39,Private,Bachelors,Married,Blue-Collar,Other,Male,40,1
45,Private,School,Single,Service,White,Female,15,0
63,Private,School,Married,Blue-Collar,White,Male,40,0
30,Private,Doctorate,Married,Professional,White,Male,75,1
36,Government,HS-grad,Married,White-Collar,Other,Female,40,1
41,Government,Bachelors,Divorced,Professional,White,Male,40,0
53,Private,HS-grad,Divorced,Blue-Collar,Other,Male,32,0
36,Private,Some-college,Married,White-Collar,White,Male,40,0
52,Private,HS-grad,Separated,Blue-Collar,Other,Female,40,0
57,Private,Bachelors,Married,Professional,White,Male,40,0
37,Self-Employed,Some-college,Married,White-Collar,White,Female,20,0
30,Private,HS-grad,Married,Blue-Collar,White,Male,50,1
48,Private,HS-grad,Married,Sales,White,Male,50,0
31,Private,HS-grad,Married,White-Collar,White,Female,40,1
39,Private,HS-grad,Married,Blue-Collar,White,Male,56,0
40,Self-Employed,School,Married,Blue-Collar,White,Male,40,1
80,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,8,0
38,Government,HS-grad,Divorced,White-Collar,White,Female,40,0
31,Private,Some-college,Married,Sales,White,Male,38,1
51,Self-Employed,Some-college,Divorced,Sales,White,Female,50,0
43,Private,Masters,Married,Professional,White,Male,40,1
37,Private,School,Divorced,Blue-Collar,White,Male,40,0
37,Private,Bachelors,Married,Professional,White,Male,45,1
73,Other/Unknown,Bachelors,Married,Other/Unknown,Other,Male,5,0
50,Self-Employed,School,Single,Service,Other,Female,15,0
39,Self-Employed,Assoc,Married,Blue-Collar,White,Male,40,1
65,Private,Bachelors,Divorced,Professional,White,Male,40,0
40,Private,School,Married,White-Collar,White,Male,40,1
43,Private,Assoc,Divorced,Blue-Collar,White,Male,40,0
43,Private,Bachelors,Married,White-Collar,White,Male,40,0
48,Self-Employed,School,Single,Blue-Collar,White,Male,50,0
62,Self-Employed,HS-grad,Married,Sales,White,Female,48,0
59,Self-Employed,Assoc,Divorced,Service,White,Male,40,0
38,Self-Employed,Bachelors,Married,Professional,Other,Male,60,1
51,Self-Employed,Bachelors,Married,White-Collar,Other,Female,35,0
37,Private,HS-grad,Single,Blue-Collar,Other,Male,40,0
38,Private,Some-college,Divorced,Service,White,Female,50,0
26,Private,Some-college,Married,White-Collar,White,Male,40,1
41,Government,Bachelors,Divorced,Professional,White,Male,65,0
40,Private,Some-college,Married,Blue-Collar,White,Male,68,1
37,Government,Some-college,Married,Blue-Collar,White,Male,43,0
38,Private,Bachelors,Single,White-Collar,White,Male,40,0
46,Self-Employed,Some-college,Divorced,White-Collar,White,Male,50,0
35,Private,Bachelors,Single,White-Collar,White,Male,45,1
64,Self-Employed,Bachelors,Married,Professional,White,Male,40,0
47,Private,School,Married,White-Collar,White,Female,55,0
46,Private,Assoc,Married,Blue-Collar,White,Male,40,0
39,Private,HS-grad,Married,White-Collar,White,Male,50,1
60,Self-Employed,HS-grad,Married,Blue-Collar,Other,Male,50,0
34,Private,Bachelors,Divorced,Sales,White,Female,50,1
57,Private,Some-college,Married,Blue-Collar,White,Male,40,0
49,Self-Employed,Some-college,Married,Sales,White,Male,60,0
37,Private,Bachelors,Married,Professional,White,Male,40,0
36,Private,HS-grad,Married,Sales,White,Male,50,0
